"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",-107.0907483,-83.10122449,-101.6741497,-110.7986395,-112.6508163,-109.0040816,-82.47,-108.0512245,-111.6669388,-113.2067347,-112.3222449,-85.62408163,-110.9977551,-112.1659184,-114.6336735,-110.8763265,-82.37142857,-108.5326531,-112.3234694,-113.7663265,-110.4743084,-82.98303855,-100.0295918,-109.2970522,-113.4168027,-110.5677551,-83.21632653,-108.2226531,-109.3618367,-112.9242857,-111.6171429,-86.85013605,-111.1999206,-113.2104762,-115.1957143,NA,NA,NA,-95.41428571,NA
"2",-112.3841327,-112.1971429,-113.8959184,-107.8287755,-109.0953061,NA,-111.2404082,-112.9154875,-106.1278571,-109.1656236,NA,-111.817551,-113.5818367,NA,-109.9202041,NA,-112.4377551,-114.0932653,NA,-111.0244898,NA,-113.5402041,-115.0781633,NA,-110.8057143,NA,-111.0299093,-113.0929478,NA,-109.2417234,NA,-108.4361905,-110.6695238,NA,-106.7090476,NA,NA,NA,NA,NA
"3",-115.0212245,-116.6661224,-114.6189796,-114.445102,NA,-115.0490023,-117.1418594,-115.913288,-115.2251474,NA,-113.9185714,-115.0365306,-114.0230612,-114.2693878,NA,-114.8555102,-117.21,-115.7953061,-115.6169388,NA,-114.8916327,-117.1389796,-114.9908163,-115.6516327,NA,-113.2215193,-115.0985941,-111.5327664,-113.3753288,NA,-115.8421429,-117.7707143,-114.485,-117.1421429,NA,NA,NA,NA,NA,NA
"4",-117.8680726,-115.4312925,-114.4608617,-112.1139909,-113.1885261,-117.4220408,-115.3106122,-114.5730612,-112.2267347,-111.7793878,-116.4510204,-115.3822449,-114.1106122,-113.244898,-113.12,-116.3797959,-115.625102,-112.6614286,-113.0836735,-113.6863265,-115.2076417,-115.3801587,-111.4153515,-112.4609751,-112.4098186,-114.2095918,-114.362449,-110.2071429,-112.8140816,-111.4542857,-117.5111429,-118.0739286,-111.2461905,-117.6607143,NA,NA,NA,NA,NA,NA
"5",-116.0679592,-115.5337755,-115.4714739,-110.765102,-116.1261565,-118.3573696,-110.8995918,-112.9544898,-113.0679138,-112.725102,-114.6426531,-111.7812245,-113.7402041,-108.1002041,-113.564898,-115.174898,-112.702517,-113.9868934,-109.2083673,-115.2889569,-117.0379365,-112.872449,-112.8465306,-110.0076871,-113.5655102,-116.097551,-113.9278571,-102.89,-107.5212245,-116.2857143,-119.7171429,NA,NA,-108.24,NA,NA,NA,NA,NA,NA
"6",-108.8210204,-116.1869388,-114.3253061,NA,-114.0353061,-113.0453061,-115.0860091,-112.1479819,NA,-112.6881406,-112.9693878,-112.8636735,NA,NA,-110.4508163,-111.7173469,-113.5085714,NA,NA,-112.7279592,-113.134898,-115.4459184,NA,NA,-113.1010204,-113.2814286,-115.6642857,NA,NA,-110.2879819,-108.7807029,-111.7303175,NA,NA,-110.0677551,-117.762381,-114.577381,NA,NA,NA
"7",-107.5092744,-86.19528345,-112.3940136,-114.3053061,-112.5901361,-107.9436735,-85.20571429,-114.2179592,-113.194898,-112.8412245,-111.1295918,-86.39346939,-110.2114286,-115.052449,-114.4095918,-112.6146939,-87.8777551,NA,-116.0322449,-116.6453061,-110.5512472,-83.96868481,NA,-112.4980952,-111.7198866,-113.287551,-87.40204082,NA,-115.1467347,-116.1155102,-110.8234127,-84.93195767,NA,-112.5071429,-111.377551,NA,NA,NA,NA,NA
"8",NA,-114.4108163,-111.5363265,-112.8981633,-114.7187755,NA,-116.0573243,-114.2240816,-114.2493878,-114.9379365,NA,-113.4559184,-108.7327211,-112.4754422,-112.9806122,NA,-115.6867347,-111.3695918,-112.9747302,-113.3679592,NA,-116.7873469,-113.0908163,NA,-114.8506122,NA,-116.0055102,-111.8312245,NA,-116.3038776,NA,-114.2768254,-112.0854233,NA,-112.8783598,NA,NA,NA,NA,NA
"9",-105.2669388,-113.8080612,-111.1394898,-113.2539796,-114.4653061,-106.497551,-116.2124263,-111.9173469,-116.1770975,-115.1299773,-110.8038549,-113.4816327,-115.631542,-113.1202041,-113.307551,-105.1344898,-113.4234694,-112.4355102,-113.0695918,-113.8930612,-106.1185714,-114.7641043,-111.9667347,-113.6066893,-113.9406122,-105.7352608,-115.5277551,-112.0156916,-114.8653061,-114.0285714,-104.4542857,NA,-110.1970714,NA,-116.3057143,NA,NA,NA,NA,NA
"10",-113.3631633,-105.8536735,-112.1947959,-112.3671429,-109.7497959,-116.0525624,-106.5514286,-115.9172336,-115.820068,-112.3824943,-114.6106122,-107.7108163,-115.6736735,-114.7436735,-112.9918367,-114.4291837,-107.1889796,-115.7044898,-114.628458,-112.9763265,-115.8097732,-108.5762132,-116.6430839,NA,-113.8502268,-114.3679592,-108.385102,-113.2402041,NA,-113.2697959,-110.36,-109.0685714,-116.0110204,NA,-113.3346429,NA,NA,-119.6428571,NA,NA
"11",-111.5839796,-109.1640816,-116.8645125,-112.4914172,-113.8995238,-115.9313152,-113.968322,-116.7322449,-112.1118367,-114.2546939,-116.3089796,-113.7673469,-115.6697959,-112.0093878,-114.0104082,-115.0918367,-110.8289796,-116.0427438,-114.1468481,-110.2423356,-115.5843084,-113.1945351,-115.7089796,-114.1559184,-109.4314286,-113.7114286,-110.9967347,-117.3565306,-115.2136735,-110.382449,-114.9362857,-112.4405539,-112.8828571,-115.78,NA,NA,NA,NA,NA,NA
"12",-106.7985261,-110.06322,-105.6509751,-110.5212245,-109.5014286,-106.8091837,-109.602449,-105.7661224,-109.1032653,-108.0334694,-107.5228571,-110.4904082,-105.9689796,-110.537551,-110.0759184,-111.0689342,-111.7944898,-107.3161905,-115.5418141,-111.1378912,-110.3204082,-111.0128571,-107.2544898,-111.5185714,-110.8110204,-109.0187755,-111.5269388,-107.0287755,-113.337551,-111.1928571,-113.2895238,-111.4691799,-108.578,-112.9518367,-111.1959524,NA,NA,NA,NA,NA
"13",-106.4843764,-111.6279138,-110.968322,-96.41301587,-109.113288,-102.2867347,-111.0334694,-111.594898,-98.20489796,-110.5434694,-103.2310204,-108.1010204,-108.0412245,-99.03489796,-108.3106122,-111.488322,-115.2146259,-116.5326304,-100.4351247,-115.7632653,-109.3526531,-115.7416327,-117.0120408,-102.0346939,-113.2377551,-106.0481633,-112.7038776,-110.5234694,-102.8489796,-110.4085714,-112.5313968,-114.9616402,-116.8301134,-103.9408617,-115.5864762,NA,NA,-120.5809524,NA,NA
"14",-116.6159184,-113.2981633,-114.6977551,-117.5810204,-116.5438776,-117.0983673,-113.5481633,-115.7210204,-116.3871429,-114.0140816,-115.7532653,-113.3242404,-115.7365533,-117.8329252,-117.7042857,-117.0287755,-113.3306122,-115.5657143,-117.1622449,-116.8244898,-117.767551,-114.0497959,-116.8114286,-117.5028571,-117.1638776,-118.9446939,-115.1518367,-117.7206122,-118.7344898,-117.91,-112.1339365,-108.5449841,-109.2039365,-116.4446825,-113.7403968,NA,NA,NA,NA,NA
"15",-110.7124717,-107.0049433,-99.9229932,-105.9101134,-103.1273243,-109.8967347,-107.1634694,-93.25204082,-106.7797959,-100.7102041,-109.9573923,-106.3806122,-97.80331066,-105.8918594,-102.0434921,-110.6717687,-108.8426304,-98.95222222,-106.504898,-102.8364172,-107.8306122,-104.6363265,-91.89244898,-104.6146939,-96.64020408,-108.0914286,-107.2846939,-92.8344898,-105.0177551,-97.51102041,-111.4390159,-107.1264127,-96.68285714,-105.0631111,-99.85187302,NA,NA,NA,NA,NA
"16",-111.8497959,-103.1353061,-98.79244898,-107.572449,-102.3285714,-109.2095918,-102.2434694,-98.07816327,-106.0385714,-103.3626531,-115.7617687,-109.394263,-104.6748073,-112.6543084,-105.4162358,-114.952449,-109.084898,-104.065102,-112.4993878,-104.9061224,-115.1553061,-105.6979592,-104.1859184,-110.012449,-104.9259184,-115.6432653,-105.1269388,-102.0446939,-111.5185714,-106.2187755,-111.7428571,-100.8564286,-100.7153401,-107.4775,-105.6026531,NA,NA,NA,NA,NA
"17",-114.432449,-113.5157143,-112.5463265,-113.5120408,-110.3783673,-114.8877551,-113.1269388,-113.714898,-113.9489796,-111.2208163,-116.3950567,-115.1365306,-114.7194104,-116.1244898,-112.5977098,-116.0463265,-113.6518367,-113.7283673,-115.0957143,-112.3632653,-116.6928571,-114.7432653,-114.4977551,-116.4404082,-113.2581633,-117.1469388,-115.1308163,-115.8773469,-117.6597959,-113.9144898,-114.44,-112.8835714,-115.0121429,-113.7185714,-111.8464286,NA,NA,NA,NA,NA
"18",-111.1142857,-106.0853061,-109.7134694,-103.012449,-103.7408163,-115.1910431,-110.4037415,-112.8648073,-107.5497732,-108.047551,-114.7887755,-110.3257143,-113.0461224,-106.89,-107.8973469,-114.8902041,-110.2853061,-112.9463265,-107.5979592,-107.355102,-112.3973469,-108.5240816,-111.6812245,-105.6734694,-105.3867347,-110.7846485,-108.2426757,-110.8415646,-105.9599546,-103.4902948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",-106.5956122,-110.7013265,-111.4921429,-111.4909184,-114.2058163,-108.6861224,-111.8402041,-111.7628571,-113.3453061,-115.8802041,-109.1903628,-112.1926984,-112.3246485,-114.4821542,-116.0965986,-110.3687528,-112.7234694,-113.3963492,-114.9319048,-116.6415646,-110.9479592,-113.0781633,-112.134898,-114.3922449,-116.8179592,-111.9034694,-114.3122222,-112.6942404,-117.3092744,-116.5401814,-111.7571429,-114.0019048,-112.7157143,-118.2752381,-116.6795238,NA,NA,NA,NA,NA
"20",-116.3589796,-113.142449,-111.7402041,-115.4559184,-112.8997959,-115.7316327,-113.5357143,-112.6044898,-116.3408163,-112.777551,-117.6716327,-113.5416327,-113.4264399,-117.0055102,-114.9292744,-116.7030612,-110.6302041,-112.4834694,-114.9244898,-113.5361224,-117.9589796,-112.5783673,-113.4763265,-115.5532653,-114.7040816,-117.2395238,-113.737381,-114.5967347,-116.4040816,-116.0183673,NA,NA,-112.16,-113.6228571,-112.3057143,NA,NA,NA,NA,NA
"21",-112.7518367,-111.6867347,-107.4579592,-109.4020408,-112.3572449,-114.6128571,-112.4014286,-108.2977551,-107.3669388,-113.3585714,-115.7033787,-114.464127,-112.3514966,-114.0341723,-116.5275057,-114.4291837,-112.6085714,-109.8481633,-108.4126531,-113.8946939,-114.6340816,-113.2104082,-111.0153061,-110.4840816,-113.8777551,-115.4208617,-114.9977324,-112.8339456,-112.1400454,-115.3207483,-113.2207143,-113.25,-106.9309524,-112.2504762,-114.4447619,NA,NA,NA,NA,NA
"22",-111.5443878,-116.7542857,-110.1483673,-110.9993878,-116.8546939,-112.6114286,-116.6177551,-111.4765306,-110.2055102,-116.0583673,-114.7587075,-117.5498186,-114.0055782,-114.0248526,-117.5741497,-112.9971429,-115.2485714,-111.8714286,-110.1495918,-114.6504082,-112.4026531,-115.8581633,-111.2938776,-109.797551,-115.4333333,-110.6171202,-116.3592857,-110.7953741,-108.870907,NA,-110.8285714,NA,-110.2728571,-111.1964286,NA,NA,NA,NA,NA,NA
"23",-111.3616327,-105.1232653,-112.0663265,-104.9377551,-109.3844898,-111.0740816,-103.8971429,-110.1861224,-103.9734694,-109.8330612,-112.8120181,-107.018322,-114.0256689,-106.3710658,-110.3601361,-113.7516327,-108.5567347,-115.4426531,-107.3718367,-112.7340816,-115.0387755,-110.3304082,-114.3989796,-109.3518367,-113.0030612,-113.324898,-106.5422449,-113.7238776,-106.2897959,-111.8693878,-113.7728571,-106.8188571,-112.5286905,-105.5391429,-110.734,NA,NA,NA,NA,NA
"24",-111.1456122,-114.8504082,-116.6438776,-112.95,-115.900102,-112.9342857,-114.6112245,-118.1563265,-113.5414286,-116.5689796,-112.6529705,-115.4022449,-118.4781633,-113.8771202,-117.0284354,-114.092517,-113.5958503,-117.6973243,-113.3274376,-117.4298186,-113.962449,-114.144898,-118.2281633,-113.455102,-117.2203401,-115.6184807,-113.5673243,-117.467483,-113.0571655,-114.7892857,-115.7638095,-116.2533333,-117.4609524,-112.4447619,NA,NA,NA,NA,NA,NA
"25",-101.0203628,-104.7756689,-111.5494331,-105.584263,-101.3439683,-100.7408844,-105.160068,-110.7752154,-105.3622902,-101.4918141,-101.4195918,-104.9532653,-110.1671429,-105.9487755,-101.2816327,-101.7419048,-105.3225397,-113.7405896,-106.9170975,-102.2594331,-99.77142857,-104.052449,-113.7397619,-105.6716327,-100.9553061,-100.9710204,-104.8542857,NA,-106.1585714,-101.5187755,-100.4812698,NA,NA,-105.2061905,-100.6745238,NA,NA,NA,NA,NA
"26",-106.9128571,-88.91755102,-103.2714286,-96.6544898,-96.86795918,-110.914898,-91.71102041,-106.2789796,-103.5779592,-99.69183673,-111.6218367,-92.52696145,-108.0120862,-103.4582313,-99.63603175,-109.2257143,-93.05714286,-106.12,-101.0916327,-99.82918367,-114.1014286,-94.37285714,-109.7357143,-106.4818367,-102.2040816,-113.3130612,-93.70877551,-109.9422449,-103.6218367,-101.0897959,-112.7371429,-92.295,-110.1571429,-100.1285714,-98.68571429,NA,NA,NA,NA,NA
"27",-112.304195,-105.8478571,-108.873458,-108.3592517,-108.1059864,-111.6804082,-103.932517,-109.5516327,-108.6087755,-106.5873696,-111.3657143,-103.3277551,-109.4732653,-108.4908163,-105.6897959,-113.0528798,-103.4640816,-111.0345578,-109.6648526,-105.532449,-113.5861224,-107.4282766,-110.5889796,-109.2020408,-108.794059,-114.24,-105.85,-111.0961224,-109.4465306,-107.6714286,-113.7148571,-105.8342857,-110.4604464,-109.625,-106.6977381,NA,-102.52875,NA,NA,NA
"28",-99.73795918,-100.6426531,-97.4144898,-102.1418367,-99.19265306,-104.3216327,-101.4308163,-102.8989796,-109.854898,-106.4457143,-103.9469388,-102.9630612,-101.9095918,-102.4116327,-103.3153061,-105.7208163,-98.65081633,-102.1681633,-109.2426531,-104.0510204,-96.71428571,-97.1555102,-95.58612245,-102.7987755,-96.89061224,-96.23795918,-101.2259637,-95.27834467,-102.1644671,-96.91818594,-104.1715079,-97.2368254,-100.4553571,-109.1953571,-104.7257143,NA,NA,NA,NA,NA
"29",-110.8748753,-108.034127,-114.1539002,-111.9085034,-112.8191837,-111.9455102,-108.1014286,-114.18,-112.1114286,-112.6881633,-111.2883673,-108.9679592,-114.3436735,-111.7057143,-112.1836735,-110.8761224,-109.2789796,-114.9853061,-111.8681633,-112.5840816,-111.4283673,-108.6225306,-115.6165306,-111.112449,-112.6555102,-106.5381633,NA,-113.7991837,-106.5616327,-108.7167347,-109.5252381,NA,-114.4078571,-110.4233236,-111.6241837,NA,NA,NA,-109.2857143,-112.5071429
"30",-113.4056122,-115.7561224,-110.9029592,-114.3819388,-112.3522449,-113.2561224,-115.3781633,-110.7083673,-114.2618367,-111.8032653,-113.7187528,-115.8816553,-111.5042404,-114.3522222,-111.4019048,-113.5440816,-116.0881633,-111.5802041,-114.1979592,-111.8095918,-114.2461224,-115.6963265,-109.7710204,-114.0640816,-112.1232653,-114.4219501,-118.0697959,-112.2007483,-116.2179592,-113.2043084,-114.1177143,-117.1591429,-112.3951429,-116.0617143,-113.2297143,NA,NA,NA,NA,NA
"31",-102.2577551,-106.3861224,-91.59,-100.5944898,-99.49408163,-106.2996825,-108.9989796,-92.61272109,-103.7329705,-100.8446712,-106.0516327,-107.8191837,-92.4077551,-102.3391837,-101.1855102,-108.0489796,-109.2746939,-93.51102041,-105.6265306,-102.3328571,-107.4259184,-109.9428571,-92.81102041,-103.6055102,-102.5242857,-105.66,-108.7826531,-92.45653061,-101.7693878,-102.5430612,-110.4222857,-109.4731429,-94.56457143,-104.9202857,-103.3194286,NA,NA,NA,NA,NA
"32",-100.9355102,NA,-101.6016327,-106.6814286,-108.5932653,-96.01081633,NA,-98.08387755,-92.77367347,-101.1136735,-97.19024943,NA,-94.16061224,-87.64040816,-94.52571429,-104.1957143,NA,-100.6238776,-95.38886621,-104.9506576,-108.5710884,NA,-106.9112245,-99.28387755,-106.1397959,-109.2095918,NA,-109.7691156,-104.3815193,-108.4456916,-108.9804762,NA,-108.4692857,-103.1219048,-107.777,NA,NA,NA,NA,NA
"33",-99.96063492,-97.18666667,-96.47927438,-95.33365079,-92.0176644,-107.5197959,-108.0140816,-105.9189796,-101.8967347,-97.33204082,-109.6857143,-110.6428571,-110.5602041,-106.9520408,-101.37,-110.0452834,-111.7437188,-110.9386168,-106.803356,-102.8864399,-109.8165306,-109.9489796,-110.6165306,-105.8959184,-102.6259184,-113.7520408,-113.5832653,-113.7281633,-108.7248526,-104.8263265,NA,NA,-116.1228571,NA,-106.4342857,NA,NA,NA,NA,NA
"34",-95.8722449,-96.0044898,-97.47877551,-93.96020408,-89.84081633,-106.7442857,-104.1457143,-92.57301587,-93.01562358,-95.46489796,-110.6663265,-108.1238776,-104.5814286,-99.39673469,-96.83367347,-111.6592063,-110.9801587,-108.0787755,-100.5667347,-97.81557823,-108.3210204,-109.1471429,-109.9846259,-101.3910204,-97.75081633,-112.5961224,-113.1759184,-106.9693878,-102.6369388,-99.08020408,-114.1342857,-100.9442857,-107.3038095,-105.2522449,-98.67714286,NA,NA,NA,NA,NA
"35",-116.2633107,-115.6328571,-112.8025624,NA,-113.1585488,-115.6057143,-115.2522449,-112.9726531,NA,-113.155102,-113.9418367,-114.5338776,-112.7816327,NA,-111.8714286,-116.817551,-116.4134694,-114.8804082,NA,-113.8369388,-112.1318367,-109.2985714,-110.5863265,NA,-109.2481633,-110.6597959,-111.5016327,-111.1942857,NA,-107.67,-115.5574286,-116.1099093,-113.3288776,NA,-114.2595918,NA,NA,NA,NA,-110.5134921
"36",-91.82190476,-94.73047619,-95.29671202,-96.39303855,-96.34553288,-96.47795918,-101.2153061,-104.9981633,-102.6061224,-99.90326531,-98.8444898,-103.1710204,-107.9171429,-106.1769388,-101.4279592,-100.408458,-104.6491429,-108.7860317,-107.1358957,-102.7768707,-101.5342857,-106.0536735,-110.4528571,-109.6983036,-104.1257143,-102.8879592,-107.8669388,-113.2673469,NA,-105.1526531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,-96.26877551,-98.93653061,NA,-98.39244898,NA,-96.69306122,-105.4346939,NA,-95.81918367,NA,-104.2657143,-109.5487755,NA,-105.7736735,NA,-106.3604082,-112.8755102,NA,-107.7171429,NA,-107.9471429,-112.3959184,NA,-109.9286621,NA,-109.3871429,-114.1087755,NA,-109.0569388,NA,-110.7585714,-115.5914286,NA,-111.5,NA,NA,NA,NA,NA
"38",-102.9561224,-102.0169388,-103.9018367,-101.4381633,-102.0159184,-108.1036735,-107.6116327,-111.1306122,-105.6181633,-106.7477551,-104.7753061,-107.6012245,-108.4871429,-106.1795918,-106.3095918,-109.6967347,-108.9269388,-112.3504082,-106.2853061,-109.1565306,-97.90897959,-99.07387755,-100.5485714,-100.0134694,-96.53142857,-98.23571429,-98.99244898,-102.2914739,-100.4202041,-97.75539683,NA,-99.94880952,-109.0661905,-104.2278836,-106.386746,NA,NA,NA,NA,NA
"39",-97.16836735,-92.00208617,-94.09997732,-93.11229025,-95.03798186,-99.54761905,-104.8314286,-102.455102,-104.9465306,-102.8308163,NA,-109.4289796,-106.415102,-107.7097959,-106.4310204,NA,-112.1375283,-107.0111565,-109.079093,-108.667415,NA,-111.1416327,-102.084127,-108.0016327,-107.724898,NA,-113.4587755,NA,-112.0059524,-110.9893878,NA,-114.3428571,NA,NA,-113.28,NA,NA,NA,NA,NA
"40",-95.0722449,-90.27112245,-91.90142857,-86.78714286,-86.51204082,-99.32244898,-95.41163265,-96.8322449,-93.83346939,-90.89795918,-104.582449,-98.95081633,-100.815102,-99.28591837,-95.92857143,-103.9732653,-100.3046939,-101.894898,-100.4565306,-96.94632653,-108.0238776,-102.5771429,-104.6457143,-104.172449,-100.2355102,-107.4871429,-102.4669388,-105.0673469,-104.9583673,-99.61693878,-103.3697143,-100.8428571,-102.4382143,-103.7602857,-96.09342857,NA,NA,NA,NA,NA
"41",-111.7062245,-111.1444218,-115.8136848,-112.6030726,-115.9960204,-115.5258889,-112.3202041,-115.8206122,-113.017551,-116.6042177,NA,-112.9820408,-116.6604082,-114.0220408,-116.6587755,NA,-113.3049433,-116.6302041,-113.1354875,-117.4004082,NA,-113.3977551,-115.8242857,-112.9261224,-116.8012245,NA,-111.9128571,-116.6181633,-114.4820408,-115.8202041,NA,-112.82,-117.0466667,-116.1342857,-117.3092857,NA,NA,NA,NA,NA
"42",-108.7978231,-103.3728571,-101.6404082,-101.4173469,-104.5759184,-110.6979592,-106.5563265,-106.9553061,-101.9322449,-108.517551,-112.8495692,-107.8255556,-107.9994785,-106.5771655,-111.4351701,-111.7053061,-103.5694444,-105.507551,-100.3053061,-106.132449,-113.2185714,NA,-107.097551,-101.2557143,-109.167551,-111.3085714,NA,-103.2677551,-96.85591837,-106.8140816,-114.1585714,NA,-108.6238095,-106.452381,-112.1457143,NA,NA,NA,NA,NA
"43",-104.9504082,-101.8065306,-106.0969388,-104.5708163,-88.91755102,-108.7406122,-108.565102,-110.3918367,-107.9622449,-91.71102041,-111.077415,-109.972585,-110.9843311,-108.9431519,-92.52696145,-110.3959184,-109.1579592,-109.3338776,-107.7481633,-93.05714286,-113.3430612,-112.3297959,-112.2026531,-110.7806122,-94.37285714,-111.9408163,-110.5065306,-110.4671429,-110.1036735,-93.70877551,-106.2992857,-98.41357143,-104.5364286,-104.8964286,-92.295,NA,NA,NA,NA,NA
"44",-102.0693878,-104.3455102,-99.52571429,-104.9406122,-106.9167347,-104.8595918,-103.3063265,-103.3618367,-104.7565306,-104.5716327,-106.8744898,-104.3679592,-104.4173469,-107.2838776,-109.9261224,-98.06897959,-104.5832653,-98.3155102,-102.3969388,-102.1914286,-95.78428571,-101.7863265,-98.51183673,-101.3169388,-100.855102,-103.5022449,-103.2228571,-100.1359184,-104.6281633,-106.9042857,-101.3410714,-103.8671429,-98.93904762,-104.1428571,-103.1910714,NA,NA,NA,NA,NA
"45",-102.7189796,-95.03081633,-91.21816327,-91.51979592,-96.25102041,-107.6393878,-102.8057143,-97.95714286,-94.49673469,-99.69020408,-105.5802041,-101.8693878,-95.53510204,-93.25897959,-98.99755102,-109.2583673,-105.9046939,-100.4012245,-96.10632653,-101.3712245,-106.6032653,-104.1016327,-98.24387755,-93.23265306,-98.80408163,-104.2685714,-100.9997959,-95.23061224,-92.20653061,-97.45142857,-109.5957143,-105.152381,-99.81809524,-92.79904762,-101.7204762,NA,NA,NA,NA,NA
"46",-104.4120408,-89.94857143,-100.4610204,-94.14938776,-94.35418367,-107.8504535,-96.46142857,-103.3165986,-96.68503401,-97.73653061,NA,-99.10265306,-103.152449,-97.53326531,-101.4283673,NA,-99.57995465,-106.1108163,-99.31163265,-102.0202494,NA,-102.42,-105.3693878,-99.51959184,-105.3132653,NA,-100.5028571,-105.3265306,-99.79918367,-104.6012245,NA,-95.77154762,-108.2519048,-100.0671429,-102.3291837,NA,NA,NA,NA,NA
"47",-101.0246939,-103.7314286,-98.29183673,-101.492449,-98.25428571,-96.60795918,-101.0501587,-92.95795918,-99.90514739,-92.83755102,-107.3036735,-108.7346939,-100.6944898,-106.1371429,-104.8040816,-109.4685714,-111.2728571,-104.3022449,-108.4293878,-106.5793878,-112.7192517,-112.0764853,-106.4764626,-109.0735601,-108.705102,-110.267551,-110.1281633,-104.6518367,-108.7281633,-105.8542857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",-99.85102041,-104.0922449,-102.97,-99.91816327,-103.6006122,-100.2473469,-94.2844898,-94.37979592,-103.3540816,-104.1059184,-94.65244898,-94.02560091,-91.48657596,-95.0222449,-99.64387755,-90.95401361,-100.3683673,-101.9736735,-88.28755102,-97.03521542,-95.99408163,-105.6930612,-105.207551,-101.9793878,-102.2883333,-99.96020408,-108.2888435,-106.900068,-104.1036735,NA,-102.1010714,-102.699898,-106.922,-107.3920805,NA,NA,NA,NA,NA,NA
"49",-99.85653061,-103.3744898,-106.5220408,-106.7712245,-107.7936735,-96.41020408,-104.7506122,-101.5087755,-104.5122449,-109.0763265,-98.10510204,-105.2820408,-106.0408163,-107.4306122,-112.0957143,-96.89918367,-101.0981633,-102.9302041,-103.5422449,-104.1689796,-92.32852608,-96.37755102,-100.2298413,-101.572381,-100.1461224,-97.63061224,-102.6765079,-103.1321429,-105.9102041,-107.5651247,-103.6157143,-102.7254497,NA,-107.8052381,-105.8685714,NA,NA,NA,NA,NA
"50",-102.085102,-104.1030612,-105.8508163,-93.19,-102.3236735,-103.9216327,-109.0122449,-108.1081633,-98.33020408,-107.5008163,-107.8026304,-112.0338095,-112.7228571,-100.7507483,-109.7643991,-105.1063265,-110.4012245,-109.9877551,-101.65,-108.3787755,-109.4730612,-113.2393878,-114.1040816,-104.1569388,-109.9712245,-105.6102041,-110.0763265,-111.6938776,-101.4289796,-107.4287755,-96.58285714,-98.81071429,-104.1571429,-88.72142857,-95.73071429,NA,NA,NA,NA,NA
"51",-104.5579592,-107.7936735,-112.2355102,-106.9259184,-101.9389796,-110.4339683,-104.6520408,-103.2461224,-110.239161,-97.70265306,-104.1673469,-107.5534921,-111.5321995,-105.4679592,-102.1372789,-96.10632653,-95.85163265,-98.08714286,-100.577551,-96.57265306,-105.4225624,-98.06249433,-100.5789116,-106.2736281,-95.91147392,-113.3161224,-104.3418367,-110.8991837,-113.2865306,-100.4112245,-102.4928571,-106.1423016,-112.4874286,-113.3978571,-103.2464286,NA,NA,NA,NA,NA
"52",-108.6681406,-111.0568934,-110.1329478,-104.6040816,-98.51888889,-94.87734694,-99.25816327,-103.1685714,-92.33591837,-96.03877551,-94.18673469,-92.02285714,NA,-93.58163265,-91.6755102,-105.8144898,-106.5142857,NA,-101.405102,-95.28918367,-106.7616327,-109.3555102,NA,-103.4279592,-98.4522449,-108.89,-112.6357143,NA,-108.4044898,-101.3026531,-109.5007619,-109.4925,NA,-105.3867063,-100.2179365,NA,NA,NA,NA,NA
"53",-103.6926531,-106.1728571,-101.1222449,-106.2959184,-109.2357143,-102.2442857,-108.1079592,-103.4991837,-101.0865306,-103.0965306,-103.8722449,-108.9585714,-100.5571429,-106.0553061,-107.5202041,-94.41183673,-97.7077551,-95.37816327,-101.5002041,-101.1146939,-92.70469388,-94.55174603,-94.50106576,-98.55873016,-100.2726531,-101.5595918,-103.4093878,-98.78653061,-103.6014286,-105.0077551,-102.3557143,-108.1413605,-102.4294286,-107.277619,-107.6855952,NA,NA,NA,NA,NA
"54",-92.66530612,-98.89183673,-95.49795918,-96.9677551,-100.3812245,-96.49081633,-102.6022449,-99.80489796,-95.79,-105.0246939,-97.02326531,-99.09612245,-105.9471429,-101.2489796,-102.3259184,-101.4202041,-102.8289796,-100.3334694,NA,-107.7320408,-100.2920408,-97.42020408,-100.5389796,NA,-104.7967347,-100.8802041,-94.8755102,-93.84612245,NA,-103.5263265,-103.4428571,-100.5228571,-101.1184524,NA,-109.8866667,NA,NA,NA,NA,NA
"55",-98.97163265,-93.62387755,-98.09408163,-100.8183673,-99.62346939,-102.492449,-97.23244898,-102.2906122,-104.5522449,-100.364898,-107.1372109,-100.8115873,-107.5806122,-106.5871429,-106.4918367,-106.6836735,-99.75020408,-104.5034694,-108.2167347,-102.1114286,-110.3244898,-104.3344898,-108.8365306,-110.7185714,-107.7681633,-107.504898,-104.812449,-105.0397959,-107.7528571,-105.2693878,-100.1047619,-101.0933333,-101.5509524,-111.0857143,-102.6257143,NA,NA,NA,NA,NA
