"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"56",-108.3442857,-106.1228345,-110.9912698,-107.9827664,-99.18219955,-107.6846939,-99.47877551,-102.775102,-99.44795918,-95.27142857,-99.91183673,-92.87510204,-96.49179138,-93.10387755,-91.06081633,-97.43163265,-102.6471429,-107.0261224,-106.0622449,-96.06428571,-102.6622449,-106.3418367,-108.7663265,-109.5518367,-98.95489796,-108.252619,-107.7457143,-110.9857143,-111.6257143,-100.2314286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",-102.757551,-105.9380726,-103.4525397,-108.7486395,-111.5285261,-102.5877551,-104.8261224,-103.217551,-107.5212245,-110.25,-101.4214286,-104.2253061,-101.892449,-108.0767347,-110.0604082,-108.1142404,-107.8838776,-107.3978458,-110.3311791,-113.734195,-101.0702041,-103.622449,-102.3736735,-107.4806122,-110.6110204,-102.2504082,-106.3016327,-103.8340816,-109.9102041,-111.5677551,-112.4714286,-113.4542857,-112.5171429,-114.9685714,-112.7285714,NA,NA,NA,NA,NA
"58",-93.19183673,-91.68326531,-95.00244898,-102.4719898,-100.5171429,-97.66102041,-95.17632653,-99.46591837,NA,-104.3069388,-100.4670522,-97.47478458,-102.0173243,NA,-106.6965986,-101.5910204,-98.46346939,-102.4997959,NA,-109.075,-103.6269388,-100.1018367,-104.7995918,NA,NA,-102.8281633,-98.69816327,-103.5220408,NA,NA,-101.9094048,-98.08297619,-102.3663848,NA,NA,NA,NA,-103.6571429,NA,NA
"59",-101.0132653,-106.2791837,-101.744898,-106.4453061,-98.84306122,-101.5657143,-105.1497959,-102.7334694,-106.1777551,-99.42244898,-102.8853061,-112.5611565,-109.7469388,-113.0767347,-108.9390249,-103.6714286,-111.7883673,-110.0685714,-112.8246939,-109.4602041,-103.7257143,-109.9867347,-109.0981633,-108.7904082,-109.0377551,-103.47,-108.0302041,-105.0389796,-105.1852381,-102.1004082,-103.7357143,-107.9485714,-99.45142857,NA,-95.10785714,NA,NA,NA,NA,NA
"60",-104.3777551,-99.77938776,-100.6032653,-108.3987755,-108.0661224,-109.4285714,-103.537551,-103.8183673,-111.2318367,-111.7816327,-111.813254,-105.637619,-105.5104082,-113.3398413,-114.6632426,NA,-106.4365306,-106.1522449,-110.9873469,-112.0383673,NA,-107.4244898,-107.4093878,-111.5797959,-112.087551,NA,-103.6677551,-106.8732653,-106.6938776,-107.8791837,NA,-107.8491156,-108.4534014,-109.6383673,-110.3608163,NA,NA,-110.3952381,NA,NA
"61",-101.1177551,-99.6177551,-110.3912245,-110.6281633,-108.2983673,-105.4589796,-102.2867347,-114.8569388,-112.7477551,-111.9085714,-109.1728571,-109.7285714,-113.6542857,-113.0408163,-112.7153061,-109.7897959,-114.4310204,-115.1522449,-114.3897959,-111.7783673,-111.9418367,-115.5761224,-114.5567347,-114.3965306,-113.6965306,-110.7106122,-113.7571429,-110.9721429,-111.8259184,-109.3863265,-113.6609524,-115.9405714,NA,-114.9474286,-111.2135714,NA,NA,NA,NA,NA
"62",-108.1058277,-102.1279592,-100.3983673,-103.3982993,-105.0871429,-100.0587755,-111.3171882,-109.3264853,-99.8677551,-105.8968254,-92.64725624,-93.62367347,-99.01163265,-96.25213152,-102.7702041,-106.7897959,-91.77251701,-99.80190476,-102.1369388,-98.34408163,-108.792449,-106.7140816,-108.3579592,-104.6079592,-101.8364626,-111.3273243,-110.4689796,-110.3312245,-107.4841043,-107.5402041,-107.6485714,-113.6768783,-111.8640317,NA,-108.7738095,NA,NA,NA,NA,NA
"63",-99.35897959,-107.1230612,-101.5983673,-108.6810204,-95.99265306,-98.78653061,-107.935102,-101.3483673,-108.2873469,-97.03795918,-109.6739683,-113.5404535,-110.3545125,-112.9574603,-104.6435374,-108.0538776,-111.7467347,-108.2228571,-112.0473469,-107.0330612,-108.0079592,-113.542449,-109.4404082,-112.3993878,-105.3732653,-101.3144898,-109.9640816,-104.1526531,-111.6046939,-98.8277551,-107.6914286,-116.0942857,-111.7857143,-113.6371429,-102.9742857,NA,NA,NA,NA,NA
"64",-114.0068934,-112.0272789,-112.7443084,-111.5694104,-108.8112925,-113.4753061,-110.4165306,-111.6420408,-111.204898,-107.9830612,-115.1944898,-111.1089796,-113.4118367,-112.9144898,-109.365102,-114.577415,-112.827415,-112.7353968,-112.4456916,-111.2840363,-112.0897959,-108.7577551,-110.5665306,-109.6553061,-106.5716327,-112.7212245,-109.7212245,-110.9632653,-110.7895918,-108.0987755,-114.3657143,-113.0057143,-113.4971429,-113.2228571,-111.9171429,NA,NA,NA,NA,NA
"65",NA,-109.0160658,-112.3054535,-107.284195,NA,NA,-109.7416327,-112.2893878,-107.3363265,NA,NA,-110.8114286,-112.93,-108.9628571,NA,NA,-111.0548753,-114.3431746,-109.7868027,NA,NA,-112.9702041,-114.4357143,-111.7479592,NA,NA,-112.7914286,-113.7685714,-112.9942857,NA,NA,-113.3685714,-115.1942857,-111.6182857,NA,NA,NA,NA,NA,NA
"66",-112.190839,-96.92909297,-115.8051247,-109.6078005,-103.878458,-112.8083673,-97.38612245,-114.3655102,-108.6691837,-104.6244898,-113.3653061,-97.61795918,-116.0867347,-110.8016327,-105.1722449,-114.5996372,-99.29746032,-117.0792517,-112.2046485,-107.7118821,-112.2491837,-99.19306122,-115.7491837,-110.1446939,-106.1122449,-112.3173469,-100.0344898,-114.717551,-110.4627381,-107.7359184,-114.0057143,-98.33714286,-115.7257143,NA,-103.9914286,NA,NA,NA,NA,NA
"67",-113.8686735,-112.777449,-108.8268367,-106.8810204,-108.6137755,-113.8706576,-113.6714512,-109.6929932,-108.6552154,-109.8126531,-112.0114286,-112.9902041,-108.7883673,-107.2189796,-108.5259184,-109.7140816,-113.0297959,-108.0020408,-105.9,-108.5100582,-111.8284354,-115.6153741,-103.3071429,-110.0087755,-107.8195068,-113.2789796,-115.1214286,NA,-109.8614286,NA,-111.5033333,-114.795,NA,-105.5444444,NA,NA,NA,NA,NA,NA
"68",NA,NA,NA,NA,-114.6019388,NA,NA,NA,NA,-114.7036735,NA,NA,NA,NA,-116.9271429,NA,NA,NA,NA,-115.1889796,NA,NA,NA,NA,-115.6544898,NA,NA,NA,NA,-116.6058503,NA,NA,NA,NA,-116.3753571,NA,NA,NA,NA,NA
"69",-108.4362245,-109.6696939,-105.1032143,NA,-110.9787755,-113.9193878,-115.18,-115.5038776,NA,-115.6667347,-110.6729705,-110.5847392,-110.308458,NA,-112.597551,-108.7928571,-108.6518367,-107.2181633,NA,-110.8873469,-112.5603175,-111.2813152,-112.4755102,NA,-114.2336508,-113.1304082,-112.8169388,-112.8371429,NA,-114.8712245,-114.2371429,-114.3642857,-115.7121429,NA,-115.7135714,NA,NA,NA,NA,NA
"70",-113.9986735,-112.7785714,-112.8712245,-112.710102,-110.6136735,-115.054898,-113.2708163,-113.0587755,-111.9216327,-111.6612245,-115.9239229,-114.734059,-114.144263,-114.9869841,-112.7201587,-114.6240816,-112.5359184,-110.4836735,-112.055102,-111.8169388,-114.9028571,-113.0753061,-111.2291837,-112.752449,-112.7765306,-114.9159864,-109.1764881,-112.6358957,-113.5585261,-113.2191383,-115.3569388,NA,-113.5642857,-113.9759524,-113.672381,NA,NA,NA,NA,NA
"71",-102.5128571,NA,-99.26510204,-103.0842857,-104.3844898,-105.3808163,NA,-102.1797959,-106.2963265,-110.34,-102.4557143,NA,-98.16428571,-100.6697959,-106.5622449,-103.9238776,NA,-101.6180045,-106.3415873,-108.7643537,-96.94142857,NA,-96.35408163,-94.71632653,-101.7987755,-96.2625,NA,-95.16913265,-91.33061224,-100.5287755,-94.6,NA,-95.92857143,-104.0142857,-109.3357143,NA,NA,NA,NA,NA
"72",-92.92452381,-97.21235828,-95.74620181,-100.0443651,-104.8201587,-92.27408163,-94.96306122,-94.74653061,-95.9355102,-102.7126531,-93.22816327,-100.1763265,-97.1644898,-103.7412245,-106.1047846,-94.49938776,-105.6012245,-103.4012245,-109.0691837,-111.9977551,-94.93857143,-102.8991837,-100.3189796,-106.5734694,-108.6263265,-91.86346939,-97.62938776,-96.67469388,-99.45836735,-105.6312245,-92.56900227,-98.91938776,-97.22510204,-103.1383673,-105.8597959,-89.59285714,-93.53571429,-91.95714286,-93.78214286,-103.4654762
"73",-116.0443878,-113.1766327,-117.2062245,-116.9841837,-111.3403061,-116.3573469,-113.5871429,-116.6781633,-117.1934694,-111.7102041,-116.0127891,-114.26678,-116.2281179,-117.677483,-112.4300454,-115.3542857,-112.6181633,-115.2561224,-115.5114286,-111.3459184,-116.2297959,-113.892449,-116.567551,-117.2002041,-111.8822449,-115.8811338,-113.3679138,-115.9105442,-115.8411338,-112.264966,-116.6117143,-115.5102041,-116.9145714,-117.7514286,-112.7592857,NA,NA,NA,NA,NA
"74",-111.3042857,NA,-106.5283673,-111.8339796,-112.9313265,-111.3467347,NA,-105.6006122,-112.3516327,-112.4906122,-114.533288,NA,-108.6267574,-114.9681179,-113.5402721,-111.4516327,NA,-108.2055102,-112.0618367,-113.787551,-112.6030612,NA,-109.0369388,-113.2487755,-114.0691837,-113.6587302,NA,-110.0930385,-113.4564399,-114.1912698,-113.1883673,NA,-109.9366667,-111.1648413,-114.1657143,NA,NA,NA,NA,NA
"75",-112.0064853,-107.3633333,-104.6855102,-107.0580045,-108.8137188,-111.1181633,-107.9085714,-104.9022449,-107.4208163,-109.4087755,-114.4883673,-110.8508163,-108.6538776,-108.6138776,-112.1283673,-115.2049433,-112.4357823,-110.7493424,-110.8562132,-113.7179592,-112.374898,-110.172449,-108.8161224,-110.6042857,-110.6236735,-112.5061224,-110.8297959,-109.1906122,-109.5116327,-111.352449,-103.1314286,-104.2371429,-96.88,-107.3571429,-101.1028571,NA,NA,NA,NA,NA
"76",-114.5891837,-110.2416327,-115.1836735,-112.4053061,-115.525102,-115.2612245,-114.5467574,-114.7743311,-115.1346485,-115.8003628,-112.8057143,-111.3765306,-112.0814286,-113.467551,-114.145102,-115.0893197,-110.2430612,-115.3801134,-112.8216327,-116.4968027,-112.9744898,-113.0385034,-115.177551,-115.0386168,-116.0308163,-111.9108163,-113.5114286,-115.7016327,-115.2473469,-116.7014286,-116.8214286,-113.1430952,-115.7321429,-115.0297619,-117.8992857,NA,NA,NA,NA,NA
"77",-102.5912245,-98.28265306,-100.8528571,-99.02326531,-96.61428571,-96.20596372,-96.52428571,-97.83836735,-95.54462585,-92.45573696,-109.617551,-104.3571429,-107.5265306,-104.4561224,-102.8757143,-108.7367347,-104.1122449,-108.0446939,-104.5706122,-103.4712245,-112.7268481,-107.3052381,-111.1933107,-107.4956463,-106.4146939,-108.1783673,-102.5855102,-107.4816327,-104.8953061,-103.0004082,-108.1085714,-101.38,-109.0142857,-107.1457143,-104.1392857,NA,NA,NA,NA,NA
"78",-108.0787755,-102.6853061,-106.0542857,-107.9152041,-109.5309184,-98.97099773,-94.63428571,-97.76346939,-105.8186848,-103.2480272,-99.53204082,-96.91244898,-97.61857143,-106.7193878,-104.5657143,-108.4721995,-101.6095918,-107.1546032,-111.9545125,-112.1422902,-108.6320408,-102.3306122,-108.4569388,-111.6220408,-111.9497959,-107.0104082,-102.405102,-105.8210204,-110.0842857,-110.5830612,-102.0423129,-95.615,-100.6059259,-108.6698866,-106.5154082,-98.10357143,NA,NA,NA,NA
"79",-112.5693878,-107.2469388,-110.7638776,-103.1038776,-98.05020408,-114.8530612,-109.472449,-111.8389796,-104.6346939,-98.47306122,-111.5853741,-108.317415,-110.7465306,-105.1110204,-98.67514739,-111.2518367,-106.8895918,-110.8406122,-105.5481633,-98.57367347,-110.915102,-106.7367347,-111.3573469,-106.3046939,-98.91918367,-111.6455102,-106.5487755,-110.9928571,-107.0304082,-98.87306122,-112.6271429,-105.5628571,-111.0114286,-107.7957143,-99.04142857,NA,NA,NA,NA,NA
"80",-109.5011224,-112.76,-112.4433673,-113.6212245,-108.1003061,-106.5304082,-115.2479592,-111.252449,-114.2153061,-108.5832653,-113.4285488,-116.6968707,-114.8421542,-115.22678,-113.4889796,-108.8693878,-114.42,-113.2218367,-114.5436735,-108.2597959,-108.3179592,-115.5518367,-113.1946939,-114.7920408,-108.32,-109.720771,-113.3073696,-112.4034694,-113.2953515,-106.0535317,-111.2620317,-114.7040816,-115.0581633,-115.5461224,NA,NA,NA,NA,NA,NA
"81",-110.098322,-114.2260204,-104.8958163,-114.1970408,-114.0576531,-110.9982993,-114.0367347,-106.3757143,-115.0769388,-114.9397959,-111.3004082,-115.2189569,-106.8704082,-115.3536508,-116.0055782,-109.6430612,-110.9461224,-106.9644898,-112.555102,-113.1053061,-110.5708163,-112.1197959,-107.6759184,-114.1346939,-113.7687755,-112.3419501,-108.8207256,-106.8787528,-112.5468707,-113.2666667,-115.9793878,-114.3055102,-108.1126531,-114.7281633,-113.9618367,NA,NA,NA,NA,NA
"82",-109.878254,-99.27030612,-110.8795918,-107.5866327,-108.7582086,-109.4559184,-99.72938776,-111.3606122,-109.2212245,-109.0322449,-111.0132653,-100.114898,-112.1338776,-110.1671429,-111.6893878,-112.0499093,-101.1336735,-113.7402041,-111.4359184,-112.4426757,-110.517551,-101.1796145,-112.7212925,-111.4669388,-108.85,-110.982449,-101.482449,-112.8077551,-110.9016327,-109.8561224,-111.0828571,-101.4514286,-111.6285714,-110.7771429,-111.8,NA,NA,NA,NA,NA
"83",-99.01714286,-95.59653061,-99.47530612,-100.9391837,-98.16530612,-97.81235828,-95.32253968,-99.24521542,-98.1122449,-97.37981859,-99.37061224,-98.23387755,-100.5642857,-105.7710204,-102.5104082,-101.8361224,-98.62102041,-103.3169388,-105.0346939,-102.7981633,-104.5863265,-101.5244898,-105.3412245,-109.2391837,-105.7381633,-104.5146939,-99.27693878,-104.577551,-105.0722449,-103.2032653,-107.6885714,-99.65142857,-108.6828571,-105.1657143,-105.0857143,NA,NA,NA,NA,NA
"84",-115.8971429,-116.2696939,NA,-114.2206122,-110.7430612,-108.0175737,-110.7082766,NA,-107.5493878,-103.2386848,-104.7542857,-107.5,NA,-104.3412245,-101.9138776,-111.9678231,-115.3313832,NA,-112.4430839,-108.2111565,-112.9579592,-116.0679592,NA,-113.2357143,-111.1385714,-112.5991837,-115.0259184,NA,-113.5171429,-107.6628571,-113.46,-117.1085714,NA,-118.8628571,-114.8914286,NA,NA,NA,NA,NA
"85",-93.33244898,-101.4020408,-97.34244898,-96.95061224,-99.56265306,-90.62163265,-98.41068027,-94.01632653,-96.93873016,-96.60156463,-94.61204082,-107.7036735,-107.5391837,-98.87959184,-104.0059184,-98.82877551,-109.3032653,-110.1516327,-99.36408163,-108.0326531,-101.3371202,-111.7547846,-111.7452608,-100.4073923,-111.49678,-102.8502041,-111.0573469,-111.962449,-101.547551,-112.0389796,-103.96,-112.7342857,-111.7342857,-102.5485714,-112.34,NA,NA,NA,NA,NA
"86",-99.60846939,-95.34367347,-103.7295918,-101.9617347,-100.8326531,-97.68274376,-88.90424036,-102.7854875,-98.8807483,-97.50049887,-99.44734694,-90.3922449,-103.242381,-101.0291837,-99.74959184,-103.632381,-97.33857143,NA,-107.8012698,-103.0280045,-102.274898,-95.5444898,NA,-106.0273469,-102.8346939,-100.4195918,-94.06714286,NA,-103.2673469,-101.5614286,NA,-89.50857143,NA,NA,NA,NA,NA,NA,NA,NA
"87",-107.2121429,-108.2421429,-108.1677551,-104.4423469,-107.9782653,-103.4320408,-105.8179592,-108.7497959,-105.1079592,-104.9020408,-101.4261224,-102.0318367,-106.5295918,-104.3955102,-101.034898,-107.9143311,-106.2681859,-109.9565306,-106.3897959,-106.2300454,-104.2326531,-111.3138776,-110.3,-106.4304082,-111.3238776,-102.3283673,-108.082449,-109.7046939,-106.0389796,-106.5785714,-108.405,-113.4728571,-111.0478571,-107.4078571,-112.7685714,NA,NA,NA,NA,NA
"88",-109.3511224,NA,-108.4810204,-104.6609184,-107.2191837,-111.294898,NA,-112.3887755,-105.8138776,-113.015102,-110.6653515,NA,-110.3593197,-105.659093,-110.5361224,-110.2410204,NA,-108.2777778,-106.2795918,-110.1959184,-110.8451247,NA,NA,-106.4643991,-111.9811338,-110.5542857,NA,NA,-106.7659184,-111.987551,-110.1421429,NA,NA,-106.8385714,-111.2445238,NA,NA,NA,NA,NA
"89",-104.5614286,-101.3316327,-107.9863265,-97.21020408,-96.17306122,-107.6888209,-106.7372109,-108.3134921,-99.05451247,-98.85804989,-101.7293878,-102.3779592,-104.2695918,-96.87163265,-95.79142857,-96.21367347,-95.98530612,-99.13979592,-92.88131519,-94.35857143,-103.5306122,-100.6769388,-100.7685714,-96.67408163,-97.40408163,-108.1685714,-107.4332653,-107.9859184,-100.3542857,-101.645102,-110.5778571,-110.3764286,-106.8185714,-102.1564286,-103.4157143,NA,NA,NA,NA,NA
"90",-112.0046939,-106.4538776,-109.5810204,-101.9314286,-110.9977551,-101.9077551,-98.35591837,-104.3571429,-97.33061224,-105.1226531,-98.99217687,-96.54848073,-102.0346939,-95.81482993,-100.9568254,-107.6661224,-104.6332653,-107.4565306,-99.76816327,-107.1222449,-110.3397959,-105.2620408,-109.8112245,-102.7140816,-111.2077551,-112.96,-107.83,-112.284898,-104.5840816,-113.4953061,-109.28,-104.4742857,-111.1828571,-103.8942857,-111.5971429,NA,NA,NA,NA,NA
"91",-96.21285714,-106.4683673,-99.02040816,-108.3063265,-102.9234694,-102.7855556,-107.6426531,-103.8858277,-109.6530612,-107.355102,-94.59306122,-95.96367347,-94.86857143,-97.43632653,-98.69755102,-92.69927438,-99.5637415,-95.13596372,-101.915873,-100.2944444,-101.8665306,-103.3028571,-100.7716327,-104.9091837,-104.7420408,-104.457619,-106.4569388,-103.1544898,-111.2344898,-107.2697959,NA,-107.8425926,-104.146627,-112.2021958,-108.6081905,NA,NA,NA,NA,NA
"92",-110.6713265,-112.5514286,-110.6919388,-109.1159184,-111.2736735,-106.5072789,-108.3312018,-105.5644218,-104.1299093,-106.9108844,-107.0079592,-109.1583673,-104.3477551,-107.3534694,-106.0718367,-107.6181633,-111.5390703,-108.5385941,-109.5635374,-109.9633333,-106.0516327,-112.9057143,-109.7267347,-109.5522449,-110.3242857,-103.0583673,-108.1259184,-106.497551,-107.0067347,-107.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",-111.4577551,-111.7176531,-115.7772449,-111.5347959,-104.6280612,-117.237551,-115.1257143,-117.0365306,-115.685102,-109.88,-113.4506803,-114.2100227,-115.1836054,-112.6469841,-108.0531746,-110.7973469,-113.3146939,-115.2246939,-111.6426531,-106.4297959,-114.1984127,-115.2839683,-115.9879592,-114.2652381,-108.4803175,-114.6693878,-113.5769388,-116.0342857,-114.1689796,-107.1904082,-111.0438095,-112.4871429,-115.0528571,-114.4471429,-101.655,NA,NA,NA,NA,NA
"94",-98.36693878,-99.3222449,-97.34653061,-99.73,-92.02142857,-97.84927438,-96.59235828,-91.35580499,-96.95591837,-91.43378685,-98.25673469,-104.35,-90.55734694,-104.4132653,-95.55265306,-102.9097959,-106.0438776,-98.98897959,-106.4642857,-99.26204082,-106.2882086,-109.9034467,-105.6112698,-110.4264853,-101.2715646,-106.2310204,-107.9793878,-105.3930612,-109.3816327,-102.8140816,NA,-110.1771429,-108.7857143,-113.6857143,NA,NA,NA,NA,NA,NA
"95",-103.1622902,-95.99387755,-105.4291837,-102.4359184,-104.0041497,-105.7395918,-97.06428571,-105.5583673,-103.5236735,-107.4942857,-101.5855102,-93.69530612,-97.26244898,-95.44265306,-98.85693878,-99.32024943,-92.87099773,-97.61961451,-96.8877551,-96.65015873,-101.1214286,-93.82428571,-98.70408163,-97.95163265,-102.7704082,-103.7426531,-96.96122449,-106.8610204,-103.2493878,-107.7871429,-105.4257143,-97.98857143,-92.43142857,-101.9857143,-105.5271429,NA,NA,NA,NA,NA
"96",-104.842449,-103.8322449,-105.0312245,-112.3289796,-105.664898,-106.2000454,-103.886712,-106.7159864,-110.3528571,-103.5799093,-91.80081633,-94.29938776,-95.08857143,-100.1953061,-97.96489796,-92.91013605,-92.72410431,-94.96984127,-98.81054422,-95.96507937,-102.952449,-99.4255102,-100.6459184,-99.40693878,-98.82755102,-105.3134694,-102.9761224,-102.5344898,-107.0408163,-103.3544898,-108.1419841,-106.8397778,-104.1175132,-110.2280952,-105.0186376,NA,NA,NA,NA,NA
"97",-87.48063492,-89.2306576,-95.97748299,-94.89122449,-90.69362812,-87.40802721,-99.26036281,-99.72469388,-96.87346939,-90.80489796,NA,NA,-101.3985714,-102.6220408,-92.97897959,NA,NA,-106.0983673,-104.2636735,-95.10612245,NA,NA,-105.5706122,-106.1338776,-96.66591837,NA,NA,-110.2012245,-107.8512245,-98.22265306,NA,NA,-104.6085714,-108.1351429,-99.01714286,NA,NA,NA,NA,NA
"98",-105.3330612,-94.8522449,-101.4912245,-106.275102,-103.6385714,-91.17285714,-91.53938776,-92.98081633,-93.93836735,-93.85857143,-90.48986395,-89.06857143,-92.09879819,-90.90496599,-91.22709751,-102.1879592,-90.61918367,-98.37367347,-103.6069388,-98.38408163,-106.7408163,-93.40081633,-104.6428571,-108.6040816,-105.7206122,NA,NA,-106.2510204,NA,-106.775102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",-94.83986395,-96.02204082,-91.2814059,-96.01879819,-87.72648526,-104.0606122,-101.4706122,-90.00673469,-100.9426531,-92.46673469,-105.21,-105.9910204,-96.49979592,-104.42,-98.6422449,-113.091542,-112.6790249,-100.1853741,-113.2738095,-101.453288,-107.7712245,-108.7614286,-100.8091837,-106.0967347,-101.5269388,-112.7293878,-112.825102,-103.4567347,-112.0610204,-104.637551,-113.7514286,-110.54,-105.1371429,-109.6085714,-104.8657143,NA,NA,NA,NA,NA
"100",-106.9137755,-109.1105102,-107.890102,-111.0290816,-109.3013265,-106.0446939,-108.8520408,-105.5628571,-111.2728571,-107.1377551,-106.639093,-107.5407256,-102.6677324,-108.133288,-106.6956916,-107.1965306,-111.0271429,-105.9263265,-109.7142857,-107.3808163,-109.4253061,-111.9040816,-111.1093878,-110.3379592,-110.6812245,-110.4990023,-112.8635601,-111.6578912,-111.3320408,-111.0714286,-110.125,-112.3233333,-111.3178571,-110.7809524,-110.937619,NA,NA,NA,NA,NA
"101",-90.9744898,-96.98877551,-99.06755102,-93.22081633,-97.56346939,-86.85231293,-91.36172336,-95.03421769,-90.35530612,-93.54791383,-86.54632653,-102.0646939,-100.7871429,-91.42673469,-97.20714286,-91.18469388,-105.4622449,NA,-94.57020408,-102.1838776,-94.18079365,-110.0282313,NA,-96.80852608,-104.969229,-96.07959184,-108.7242857,NA,-98.03142857,-105.6108163,-97.21142857,-112.9885714,NA,-99.49142857,-107.9171429,NA,NA,NA,NA,NA
"102",-110.312449,-109.8236735,-111.2659184,-114.5138776,-109.0753061,-112.8191837,-113.5246939,-114.3228798,-116.8540816,-112.8121995,-113.3769615,-113.052449,-114.2620408,-116.0434014,-112.7353061,-112.5667347,-112.362449,-112.7273469,-115.1704082,-111.5489796,-113.3416327,-113.6471429,-113.0108163,-116.1073469,-111.664898,-113.5879592,-111.2787755,-112.9646939,-115.3877551,-111.2065306,-103.0628571,-104.2,-100.4539683,-104.2828571,-101.64,NA,NA,NA,NA,NA
"103",-98.33816327,-101.0881633,-101.0867347,-99.49244898,-100.9689796,-98.60020408,-102.8406122,-101.3455102,-99.85020408,-102.8285714,-97.38693878,-99.7022449,-98.10571429,-97.31571429,-98.2155102,-94.16387755,-96.90163265,-94.43244898,-94.8644898,-94.90306122,-94.94727891,-100.0712472,-98.38473923,-97.13043084,-99.47253968,-98.93020408,-103.532449,-102.1002041,-100.5269388,-103.0528571,-100.6242857,-105.6396429,-104.0414286,-102.5557143,-105.29,NA,NA,NA,NA,NA
"104",-105.4963265,-104.575102,-104.8177551,-105.2267347,-96.26591837,-103.9308163,-99.35673469,-100.1334694,-105.5289796,-96.59040816,-97.64959184,-95.87918367,-96.20918367,-100.0695918,-92.17469388,-93.78959184,-92.98,-92.73877551,-97.42959184,-89.80530612,-98.25517007,-98.17378685,-98.51641723,-101.2454422,-93.93315193,-98.54857143,-102.4206122,-101.807551,-102.8838776,-96.02530612,-105.7335714,-105.725,-104.1071429,-110.1128571,-100.0935714,NA,NA,NA,NA,NA
"105",-95.98040816,NA,-93.32714286,-85.58469388,-90.75877551,-97.51444444,NA,-94.73475057,-88.81582766,-91.69117914,-101.2483673,NA,NA,-92.82959184,-94.02244898,-104.4722676,NA,NA,-97.46911565,-97.48335601,-102.984898,NA,NA,-95.82979592,-97.95081633,-105.3442857,NA,NA,-100.0073469,-100.3385714,-104.8028571,NA,NA,-98.44285714,-101.2085714,NA,NA,NA,NA,NA
"106",-108.1222449,-106.7840816,-107.4583673,-109.9206122,-113.7183673,-114.8571429,-109.9040816,-114.367551,-114.5367347,-117.1885714,-115.1572562,-111.0890476,-114.6158277,-115.6378231,-117.6896372,-114.867551,-109.8228571,-113.4736735,-114.3744898,-116.1138776,-113.9108163,-111.3312245,-113.5326531,-115.2181633,-117.3316327,-109.6679592,-107.042449,-108.1844898,-111.7808163,-113.3920408,-103.2557143,-98.32714286,-101.9371429,-101.8428571,-103.9,NA,NA,NA,NA,NA
"107",-92.67739229,-87.87371882,-88.53340136,-92.56346939,-90.37646259,-97.80061224,-99.85591837,-93.86183673,-103.5836735,-91.46428571,-102.3793878,-101.1606122,-96.25836735,-106.5073469,NA,-106.0234467,-108.6771882,-108.7953968,-112.6688209,NA,-105.2710204,-105.0089796,-97.17612245,-109.3959184,NA,-108.5906122,-110.5422449,-105.9522449,-114.544898,NA,-108.0542857,-111.5542857,-101.7257143,-112.4428571,NA,NA,NA,NA,NA,NA
"108",-98.84306122,-100.9081633,-100.952449,-104.2387755,-99.95346939,-101.6767347,-100.1738776,-102.7265306,-106.3236735,-103.0206122,-97.08163265,-96.78632653,-99.90755102,-100.1106122,-96.28081633,-99.91061224,-98.05077098,-102.3793878,-104.6738776,-103.2743764,-94.26836735,-88.07816327,-99.02632653,-98.76122449,-95.86612245,-93.02367347,-86.27387755,-97.84122449,-96.30020408,-91.75428571,-102.1121088,-102.0021429,-101.1542857,-107.2521088,-102.049881,NA,NA,NA,NA,NA
"109",-104.227551,-99.49387755,-103.8397959,-99.15816327,-104.6910204,-95.74632653,-93.38632653,-89.27387755,-90.31755102,-91.9655102,-95.81346939,-93.10068027,-89.08510204,-90.25764172,-93.6144898,-102.0522449,-96.98489796,-102.1126531,-97.42306122,-101.9940816,-103.8140816,-97.9755102,-102.7938776,-99.83571429,-103.9259184,-105.2945805,-99.05480726,-103.7965306,-100.8702721,-106.4404762,-102.7228571,-98.66857143,-101.3771429,-100.14,-103.3257143,NA,NA,NA,NA,NA
"110",-95.14959184,-101.7828571,-101.8912245,-100.5755102,-112.3591837,-96.83897959,-106.1665306,-102.437551,-103.9667347,-116.5322449,-93.35326531,-99.92163265,-96.29346939,-99.35122449,-106.2359184,-92.00773243,-97.34882086,-94.4515873,-97.46630385,-100.8581406,-95.65081633,-105.0979592,-99.06755102,-101.947551,-113.4185714,-97.33836735,-108.3908163,-102.0220408,-103.9465306,-114.5226531,-98.025,-111.2235714,-104.605,-106.18,-118.9314286,NA,NA,NA,NA,NA
