"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"111",3123,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,720,720,720,720,720,NA,NA,NA,NA,NA
"112",3120,3120.2,3120,3120.6,3120.2,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,240,240,240,240,240,NA,NA,NA,NA,NA
"113",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,240,240,240,240,240,NA,NA,NA,NA,NA
"114",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2160,3120,2280,2820,2460,NA,NA,NA,NA,NA
"115",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1800,1200,1560,2760,660,NA,NA,NA,NA,NA
"116",NA,3120,3120,3120,3120,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3120,3120,3120,2460,NA,NA,NA,NA,NA
"117",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,424,1140,1500,960,960,NA,NA,NA,NA,NA
"118",3120,3120,NA,3120,3120,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3296,3360,NA,3360,3360,3360,3360,NA,3360,3360,240,3360,NA,3360,3360,NA,2700,NA,2224,3120,NA,NA,NA,NA,NA
"119",NA,3120,3120,3120,3120,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,1680,3360,3360,3360,NA,NA,240,240,240,NA,NA,NA,NA,NA
"120",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,720,2760,1021,3360,1440,NA,NA,NA,60,NA
"121",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1676,1680,1680,1560,1680,NA,NA,NA,NA,NA
"122",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3180,3360,2940,3360,3360,NA,1320,NA,120,480,NA,NA
"123",3120,3120,3120,3120,3121.4,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2160,720,1680,1680,425,NA,NA,NA,NA,NA,NA
"124",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1020,1680,1200,1200,1200,NA,NA,NA,NA,NA
"125",3120,3128.2,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2640,2640,2640,2160,2160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1980,1320,1980,1561,1440,NA,60,NA,NA,NA
"127",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,900,960,840,960,1740,NA,NA,NA,NA,NA
"128",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1620,3360,1680,1680,960,NA,960,NA,NA,NA,NA,NA
"129",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1500,1741,2520,1196,2460,NA,NA,NA,NA,NA
"130",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,720,720,720,720,720,NA,NA,NA,NA,NA
"131",3126.6,3120,3120,3120.6,3122.8,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2640,2640,2640,2640,2640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1380,3060,3000,2520,2580,NA,120,60,NA,NA
"133",3120,3120.8,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,720,240,720,240,240,NA,NA,NA,NA,NA
"134",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,240,240,3120,240,240,NA,NA,NA,NA,NA
"135",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,720,720,720,720,720,NA,NA,NA,NA,NA
"136",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3356,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2760,3360,2520,2340,2340,NA,300,360,NA,NA
"137",3120.2,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1800,1500,1320,1500,1380,NA,NA,NA,NA,NA
"138",2580,3120,3120,3120,3120,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3060,2760,2520,2044,NA,NA,NA,NA,NA
"139",3120,3120,3120,NA,3120,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,2460,2700,2700,NA,2580,NA,NA,NA,NA,NA
"140",3120,3120,3120,3120,3120.2,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3300,3360,3360,3360,3360,480,3360,3360,3360,3360,3360,3360,720,720,720,720,720,NA,NA,NA,NA,NA
"141",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1914.8,3360,3360,3360,3360,NA,3360,3360,3360,1200,NA,1680,1200,1200,NA,NA,NA,NA,NA
"142",3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3301,3360,3360,1560,1560,2400,1440,300,NA,NA,NA,NA,NA
"143",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2640,2640,2640,2640,2640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",3120,3120,3120,3117,3121.2,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,720,3000,720,720,720,NA,180,NA,NA,NA
"145",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1141,1080,1503,1741,1021,NA,NA,NA,NA,NA
"146",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1200,3360,3360,3360,3360,NA,3360,2520,720,720,NA,2520,NA,NA,NA,NA,60
"147",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,420,3360,3360,720,720,NA,720,720,NA,NA,NA,NA,NA
"148",NA,3120,3120,NA,3120,NA,3360,3360,NA,3360,NA,3360,3360,NA,3360,NA,3296,3360,NA,3360,NA,3360,3360,NA,3360,NA,2160,2160,NA,2160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",3120,3116,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3335,3120,3120,3319,3120,720,NA,NA,720,NA,NA,NA,NA,NA,NA
"150",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1260,1500,1800,1920,2280,NA,NA,NA,NA,NA
"151",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,240,2640,180,229.4,180,NA,NA,NA,NA,NA
"152",3120,3120.2,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2040,1440,2280,1800,2460,NA,NA,NA,NA,NA
"153",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2160,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,2156,2940,2940,1440,NA,NA,NA,NA,NA
"154",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2640,3120,3120,3120,2580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,240,240,1440,180,180,NA,NA,NA,NA,NA
"156",3120,3120,3120,3120,3135,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,660,3360,3360,3360,3360,180,1920,2400,2520,2760,NA,NA,NA,NA,NA
"157",3120,3120,3120,3120,3120,3360,3360,3360,2340,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,2640,2640,2640,NA,2640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",3120,3120,3120,2160,3120,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,240,240,240,NA,240,NA,NA,NA,NA,NA
"159",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3120,3360,3360,3360,3360,NA,240,240,240,240,NA,NA,NA,NA,NA
"160",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3296,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2280,2160,2760,2400,1800,NA,NA,NA,60,NA
"161",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1680,1680,1680,1680,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3120,3120,3120,3120,3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",3120,3120,3120,3121,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2880,3360,720,1200,720,NA,720,NA,NA,NA,NA,NA
"164",3120,NA,3120,3120,3120,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,2160,NA,1680,2160,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",3120,3120,3120,3120,3121.4,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2160,2160,2160,2160,2160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",720,3120,3120,3120,3120,NA,3360,3360,3360,3360,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,480,3360,3360,3360,3360,NA,3120,3120,3120,3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",3121.8,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,720,720,720,1200,720,NA,NA,NA,NA,NA
"168",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1680,1680,1680,1680,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2820,3360,3360,3360,3360,NA,3360,3360,3360,1200,NA,1200,3360,3360,NA,NA,NA,240,240,NA,NA,NA,NA,NA
"170",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2820,3360,1140,3360,3360,NA,3360,NA,3360,3360,NA,720,NA,720,720,NA,NA,NA,NA,NA,NA
"171",3120.4,3120.2,3120.8,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3120,3120,3060,3120,3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3120,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,2280,2280,2640,3068,NA,NA,NA,NA,NA
"173",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3180,2340,2640,2640,2820,60,NA,60,60,60
"174",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3120,3120,3120,3120,3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2100,2580,1980,2520,2460,NA,NA,NA,NA,NA
"176",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,720,720,720,720,720,NA,NA,NA,NA,NA
"177",3120,3120,3056,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,720,720,720,720,720,NA,NA,NA,NA,NA
"178",3120,3120,3120,3122,3121,3360,3360,3356,3360,3360,3360,3360,3360,3360,3360,3360,3356,3360,3360,3360,3360,3360,3360,3360,2520,3360,3360,3360,3360,NA,2460,2040,2704,2580,NA,NA,NA,NA,NA,NA
"179",2340,3120,3120,3120,3120,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,720,720,720,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1680,1680,1680,1680,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2640,1200,720,720,720,NA,NA,NA,NA,NA
"182",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,240,3360,3360,3360,3360,NA,3360,2640,3360,2640,NA,2640,NA,1680,NA,NA,NA,NA,NA,NA,NA,NA
"183",3120,3120,3120.2,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2940,3360,3360,1920,1260,NA,1620,1560,NA,NA,NA,NA,NA
"184",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1500,2040,1560,1500,2520,NA,NA,NA,NA,NA
"185",3120,3120,3120,3120,3120,3360,3360,3360,3360,3296,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2640,2640,2640,2640,2640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1860,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3120,3120,3116,3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",3120,3120,3120,3120,1920,3360,3360,3360,3360,601,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3120,3120,2821,2460,2460,NA,NA,3360,120,120,NA,NA,3300
"188",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,720,720,720,720,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,720,720,720,720,720,NA,NA,NA,NA,NA
"190",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3120,3120,3120,3120,3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",3120,3120,NA,3120,3120,3360,3360,2459.8,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2220,1620,2040,1560,2700,NA,NA,NA,NA,NA
"192",3117,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2460,1256,1140,2156,1380,NA,NA,NA,NA,NA
"193",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2400,2820,3060,2340,2468,60,540,120,360,420
"194",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1860,3360,3360,3360,3360,NA,3360,3360,3360,1980,NA,1200,2340,1560,NA,NA,NA,NA,NA
"195",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,720,720,720,720,720,NA,NA,NA,NA,NA
"196",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1680,1680,1680,1680,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",3120,3121,3120,3121,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1200,1200,1200,1200,1200,NA,NA,NA,NA,NA
"198",3120,3120,3120,3120,3120,3360,3360,2340,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,240,240,NA,240,176,NA,NA,NA,NA,NA
"199",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3356,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1680,2700,1680,1680,1680,NA,300,NA,NA,NA
"200",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2040,1560,2580,2581,3120,NA,NA,NA,NA,180
"201",3120,3102.6,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,2280,2940,2160,3060,2700,NA,60,NA,60,NA
"202",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1200,1680,1080,1680,1669.4,NA,NA,NA,NA,NA
"203",3120,3120,3120,3120,3120.8,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1680,1680,1680,1680,1680,NA,NA,NA,NA,NA
"204",3120,3120,3056,3120,360,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,660,2640,1860,2220,NA,NA,NA,NA,NA,NA
"205",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1022,1920,963,780,1246,NA,NA,NA,NA,NA
"206",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1380,3360,3360,3360,3360,NA,3360,3360,3360,3360,NA,3360,3360,3360,2160,NA,2101,2224,3360,NA,NA,NA,NA,420
"207",3120,3120,3120,3120,3120,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,1980,1676,1740,1560,2160,NA,NA,NA,NA,NA
